Persquare_price,Area,Facing_East,Facing_North,Facing_South,Facing_West,Decoration_Level,Floor_Level
101735.0,69.2,0,0,1,0,2,3
88683.0,94.72,0,0,1,0,3,3
102041.0,77.42,0,0,1,0,1,3
99403.0,61.97,0,0,1,0,2,3
78795.0,60.41,0,0,1,0,2,3
66546.0,60.41,0,0,1,0,2,3
74535.0,59.57,0,0,1,0,2,3
65270.0,66.8,0,0,1,0,2,3
62923.0,94.72,0,0,1,0,2,3
46559.0,94.72,0,0,1,0,2,2
65451.0,93.2,0,0,1,0,2,4
57221.0,77.42,0,0,1,0,1,3
58976.0,77.32,0,0,1,0,2,3
58702.0,76.08,0,0,1,0,2,3
53470.0,87.9,0,0,1,0,2,3
59752.0,77.32,0,0,1,0,2,4
55015.0,94.52,0,0,1,0,2,3
54062.0,77.32,0,0,1,0,2,3
54866.0,61.97,0,0,1,0,2,3
56575.0,77.42,0,0,1,0,3,2
55542.0,77.42,0,0,1,0,3,3
55518.0,87.9,0,0,1,0,3,1
56833.0,77.42,0,0,1,0,3,2
40266.0,119.21,0,0,1,0,3,4
49799.0,109.44,0,0,1,0,3,3
49794.0,77.32,0,0,1,0,3,2
28898.0,69.21,0,0,1,0,3,3
41128.0,115.98,0,0,1,0,3,4
37464.0,109.44,0,0,1,0,3,3
41464.0,59.57,0,0,1,0,3,3
27221.0,69.8,0,0,1,0,3,1
37115.0,61.97,0,0,1,0,3,3
92135.0,44.5,0,0,1,0,3,4
89636.0,71.4,1,0,0,0,1,2
89537.0,58.3,0,0,1,0,2,3
84385.0,63.4,0,0,1,0,1,3
87180.0,66.3,1,0,0,0,2,4
86037.0,70.9,0,0,0,1,1,3
90070.0,43.3,0,0,1,0,1,4
59692.0,71.2,1,0,0,0,1,3
55732.0,66.3,1,0,0,0,1,5
47319.0,63.4,0,0,1,0,1,3
36954.0,70.9,0,0,1,0,3,4
35596.0,66.3,0,0,1,0,3,1
34874.0,71.4,1,0,0,0,3,5
35261.0,70.9,0,0,1,0,3,4
33991.0,63.4,0,0,1,0,3,2
94337.0,55.44,0,0,1,0,3,4
102833.0,39.19,0,0,1,0,2,1
84816.0,41.03,1,0,0,0,3,5
85679.0,55.44,0,0,1,0,1,4
97926.0,51.57,1,0,0,0,3,1
87934.0,76.08,1,0,0,0,1,3
96990.0,49.49,1,0,0,0,3,3
77742.0,56.22,1,0,0,0,1,3
63493.0,55.44,1,0,0,0,3,2
55468.0,76.08,0,0,1,0,2,4
49948.0,76.08,1,0,0,0,2,5
51643.0,59.06,0,0,1,0,1,5
53628.0,76.08,0,0,1,0,3,3
44666.0,74.33,0,0,1,0,3,2
38902.0,72.49,1,0,0,0,3,3
100000.0,50.5,0,0,1,0,3,5
61899.0,72.7,0,0,1,0,2,1
55842.0,50.5,0,0,1,0,2,5
55161.0,56.2,0,0,1,0,3,3
51725.0,78.3,0,0,1,0,1,1
45926.0,54.0,0,0,1,0,1,3
47687.0,56.2,0,0,1,0,1,3
58056.0,54.0,0,0,1,0,3,1
36667.0,54.0,0,0,1,0,3,5
32875.0,72.7,0,0,1,0,3,1
108603.0,93.0,0,0,1,0,1,1
101692.0,93.42,0,0,1,0,2,2
85758.0,93.17,0,0,1,0,2,4
77928.0,93.42,0,0,1,0,1,5
80283.0,93.42,0,0,1,0,1,1
70114.0,93.42,0,0,1,0,2,1
64540.0,111.56,0,0,1,0,2,3
65618.0,93.42,0,0,1,0,1,3
55128.0,93.42,0,0,1,0,1,1
53066.0,111.56,0,0,1,0,3,4
55663.0,93.42,0,0,1,0,1,3
56519.0,93.42,0,0,1,0,3,2
55342.0,93.42,0,0,1,0,3,5
80775.0,72.3,0,0,1,0,1,3
74828.0,72.3,0,0,1,0,1,3
74690.0,56.3,0,0,1,0,1,2
72825.0,56.3,0,0,1,0,1,1
92670.0,72.3,0,0,1,0,2,5
69616.0,52.0,1,0,0,0,1,1
50622.0,56.3,0,0,1,0,2,2
49809.0,62.8,0,0,1,0,1,5
52029.0,56.7,0,0,1,0,3,2
44261.0,72.3,0,0,1,0,2,4
34855.0,72.3,0,0,1,0,3,5
104770.0,67.1,0,0,1,0,1,5
102087.0,67.1,0,0,1,0,1,3
107143.0,60.2,1,0,0,0,3,2
103821.0,60.2,1,0,0,0,1,4
109485.0,60.1,0,0,1,0,2,4
111975.0,123.6,0,0,1,0,2,5
118123.0,123.6,0,0,1,0,0,3
111423.0,121.16,0,0,0,1,2,4
94415.0,126.04,1,0,0,0,2,5
89107.0,109.42,0,0,1,0,1,4
88313.0,121.16,0,0,0,1,1,2
77021.0,189.56,0,0,1,0,2,3
78253.0,171.24,1,0,0,0,2,4
81444.0,97.0,0,0,1,0,1,4
64057.0,56.2,0,0,1,0,1,3
53062.0,49.0,0,0,1,0,1,4
47809.0,100.4,0,0,1,0,1,4
59405.0,109.42,0,0,1,0,3,3
48232.0,136.84,1,0,0,0,3,2
52823.0,121.16,0,0,1,0,3,3
43815.0,116.4,0,0,1,0,3,4
42435.0,57.5,0,0,1,0,3,3
38261.0,57.5,0,0,1,0,3,3
37331.0,88.4,0,0,0,1,3,3
62161.0,57.11,0,0,1,0,3,5
65543.0,36.16,0,0,1,0,2,3
54749.0,50.23,1,0,0,0,1,3
56740.0,50.23,0,0,1,0,3,5
56970.0,36.16,0,0,1,0,3,5
34145.0,57.11,0,0,1,0,3,3
32394.0,57.11,0,0,1,0,3,3
74529.0,45.62,0,1,0,0,1,1
85582.0,45.22,0,0,1,0,2,4
83231.0,40.61,0,0,1,0,2,2
72995.0,45.62,0,1,0,0,1,2
81508.0,40.61,0,0,1,0,2,3
75793.0,43.54,0,1,0,0,3,2
82375.0,44.31,0,0,1,0,2,2
72912.0,43.45,0,0,1,0,3,3
77009.0,45.06,0,0,1,0,1,2
79894.0,45.06,0,0,1,0,3,3
87256.0,39.31,0,0,0,1,1,4
90274.0,44.31,0,0,1,0,3,4
80886.0,45.62,0,1,0,0,1,3
83178.0,45.06,0,0,1,0,2,4
86137.0,40.61,0,0,1,0,2,3
76721.0,45.62,0,1,0,0,1,1
72464.0,48.99,0,0,0,1,2,3
71658.0,40.61,0,0,1,0,2,3
59206.0,43.07,0,0,1,0,2,2
55295.0,68.0,0,0,0,1,2,3
76667.0,30.0,0,0,1,0,2,2
53047.0,45.62,0,1,0,0,2,4
59303.0,43.0,0,0,1,0,2,2
58480.0,44.46,0,0,1,0,2,2
49840.0,43.54,0,1,0,0,3,3
46093.0,67.69,0,0,0,1,2,4
43071.0,48.99,0,0,0,1,2,5
89430.0,55.91,1,0,0,0,2,3
92312.0,115.37,0,0,1,0,3,3
91220.0,134.62,1,0,0,0,3,4
90910.0,110.0,0,0,1,0,2,4
85613.0,147.35,1,0,0,0,2,4
81464.0,113.67,1,0,0,0,2,2
85217.0,92.47,1,0,0,0,1,4
83742.0,126.58,0,0,0,1,2,2
78767.0,135.21,1,0,0,0,2,3
54105.0,94.17,0,0,0,1,2,3
62540.0,111.13,0,0,0,1,1,4
50561.0,126.58,0,0,0,1,3,2
49020.0,127.5,1,0,0,0,3,2
46877.0,80.21,0,0,0,1,1,4
46874.0,100.27,0,0,0,1,2,2
43539.0,94.17,0,0,0,1,1,3
48862.0,111.13,1,0,0,0,2,4
44632.0,90.07,1,0,0,0,2,2
47373.0,100.27,1,0,0,0,3,2
54072.0,92.47,1,0,0,0,3,3
45475.0,135.24,0,0,0,1,3,3
77561.0,79.68,0,0,1,0,1,1
91208.0,82.23,0,0,0,1,2,4
74147.0,82.0,0,0,0,1,2,3
36019.0,152.7,0,0,0,1,1,3
34244.0,148.64,0,0,0,1,2,3
38348.0,148.64,0,0,0,1,1,4
37339.0,148.64,0,0,0,1,1,3
34648.0,148.64,1,0,0,0,2,2
32415.0,128.03,1,0,0,0,1,2
32090.0,152.7,1,0,0,0,2,3
31914.0,125.34,0,0,0,1,2,3
36709.0,246.54,0,0,0,1,1,3
38617.0,148.64,0,0,0,1,0,3
36604.0,152.99,1,0,0,0,3,2
31621.0,148.64,0,0,0,1,3,3
31621.0,148.64,0,0,0,1,3,3
34984.0,148.64,1,0,0,0,3,4
33275.0,153.27,0,0,0,1,3,2
33703.0,296.71,1,0,0,0,3,4
31681.0,244.63,1,0,0,0,3,4
26630.0,127.68,1,0,0,0,3,3
26980.0,244.63,1,0,0,0,3,3
26751.0,246.72,0,0,1,0,3,3
27127.0,125.34,0,0,0,1,3,3
28257.0,148.64,0,0,0,1,3,2
27920.0,148.64,0,0,0,1,3,2
25027.0,148.64,1,0,0,0,3,2
26329.0,125.34,0,0,0,1,3,3
84027.0,33.68,0,0,1,0,3,3
83516.0,50.35,0,0,1,0,1,3
79551.0,68.51,1,0,0,0,3,2
78512.0,92.98,1,0,0,0,1,2
77379.0,72.63,1,0,0,0,3,3
88638.0,81.23,1,0,0,0,2,3
80425.0,62.17,0,0,1,0,1,3
80663.0,92.98,1,0,0,0,2,3
84496.0,47.34,0,0,1,0,2,4
82320.0,55.88,0,0,1,0,2,3
59992.0,47.34,0,0,1,0,2,5
88789.0,62.17,0,0,1,0,1,3
101431.0,93.66,0,0,1,0,2,4
79010.0,93.66,0,0,1,0,2,2
68719.0,50.35,0,0,1,0,1,5
87017.0,93.66,0,0,1,0,1,3
76747.0,56.55,0,0,1,0,1,3
90219.0,68.5,0,0,1,0,3,5
74446.0,55.88,0,0,1,0,1,3
76622.0,61.21,0,0,1,0,1,1
76658.0,72.53,0,0,1,0,3,3
79862.0,72.0,1,0,0,0,1,4
75615.0,52.9,0,0,1,0,1,3
75902.0,68.51,0,0,0,1,3,3
73100.0,79.07,0,0,1,0,3,3
68182.0,55.88,0,0,1,0,1,1
71414.0,92.42,0,0,1,0,2,5
63077.0,78.0,0,0,1,0,0,1
60452.0,74.44,0,0,1,0,1,2
61961.0,53.26,0,0,1,0,1,3
60050.0,92.59,0,0,1,0,1,2
67440.0,52.64,0,0,1,0,1,3
62203.0,65.11,0,0,1,0,2,5
62044.0,72.53,0,0,1,0,1,4
66075.0,96.86,1,0,0,0,1,3
86797.0,46.2,0,0,0,1,1,1
86044.0,84.26,0,0,0,1,1,2
86991.0,90.24,0,0,0,1,1,3
92068.0,70.6,1,0,0,0,2,5
91106.0,74.2,1,0,0,0,1,3
76840.0,46.2,0,0,0,1,2,5
76104.0,46.2,1,0,0,0,1,4
73290.0,92.1,0,0,1,0,2,4
54941.0,92.1,1,0,0,0,1,2
55195.0,46.2,0,0,0,1,1,3
56591.0,69.8,1,0,0,0,1,3
56169.0,46.2,0,0,1,0,3,4
52769.0,92.1,1,0,0,0,3,5
44373.0,46.2,1,0,0,0,3,4
94709.0,102.42,1,0,0,0,2,3
106889.0,117.88,0,0,0,1,2,4
92695.0,135.93,1,0,0,0,2,3
81191.0,114.36,0,0,0,1,3,2
84820.0,114.36,1,0,0,0,1,3
91887.0,102.3,1,0,0,0,2,4
96661.0,102.42,1,0,0,0,1,3
106169.0,119.15,0,0,0,1,2,4
91960.0,135.93,1,0,0,0,2,2
101921.0,169.25,0,0,1,0,2,3
85580.0,74.2,0,0,0,1,1,3
94447.0,114.35,0,0,1,0,2,4
86427.0,78.68,0,0,1,0,1,2
92018.0,93.46,1,0,0,0,2,4
90803.0,102.42,0,0,0,1,1,4
98809.0,62.09,0,0,0,1,1,4
95434.0,112.12,0,0,1,0,2,2
90529.0,112.12,0,0,1,0,1,2
94151.0,84.97,0,0,0,1,1,1
101424.0,78.68,0,0,1,0,1,2
96384.0,102.3,1,0,0,0,2,3
97263.0,102.3,0,0,0,1,1,4
94058.0,62.09,0,0,0,1,1,3
76044.0,164.38,0,0,0,1,1,4
84520.0,78.68,0,0,1,0,1,4
81491.0,120.26,0,0,0,1,2,4
71327.0,168.24,0,0,1,0,1,3
72805.0,155.21,0,0,1,0,1,3
63397.0,114.36,1,0,0,0,2,3
66548.0,156.73,1,0,0,0,2,3
65310.0,91.87,1,0,0,0,1,2
69027.0,113.0,0,0,1,0,1,4
67246.0,163.58,0,0,1,0,1,3
65412.0,163.58,0,0,1,0,0,3
63041.0,78.68,0,0,1,0,2,3
58235.0,91.87,1,0,0,0,1,4
53666.0,102.3,1,0,0,0,1,1
50270.0,74.2,0,0,0,1,1,3
59153.0,103.63,1,0,0,0,1,4
50270.0,74.2,1,0,0,0,1,2
53979.0,156.73,0,0,1,0,2,3
64860.0,120.26,1,0,0,0,2,3
52627.0,102.42,0,0,1,0,2,5
47095.0,163.5,0,0,1,0,1,2
61928.0,117.88,0,0,0,1,1,2
58211.0,78.68,0,0,1,0,1,4
54987.0,74.2,0,0,0,1,2,4
55814.0,163.58,0,0,1,0,2,2
46805.0,153.19,0,0,1,0,2,1
56406.0,78.68,0,0,1,0,2,3
55690.0,141.5,0,0,1,0,2,4
58211.0,78.68,0,0,1,0,1,4
50765.0,163.5,0,0,1,0,1,2
48640.0,62.09,0,0,0,1,2,2
62391.0,102.42,1,0,0,0,3,3
52292.0,74.2,0,0,0,1,2,4
51712.0,168.24,0,0,1,0,2,3
50740.0,174.42,0,0,1,0,3,1
54189.0,102.42,0,0,1,0,1,2
45423.0,155.21,0,0,1,0,3,2
52466.0,91.87,1,0,0,0,1,4
52057.0,176.73,0,0,1,0,2,3
48640.0,62.09,0,0,0,1,1,3
41973.0,114.36,1,0,0,0,3,3
51012.0,176.43,0,0,1,0,1,4
49214.0,103.63,0,0,0,1,2,3
51146.0,74.2,1,0,0,0,1,4
49606.0,88.7,0,0,1,0,0,4
48485.0,166.65,0,0,1,0,2,4
48663.0,142.82,0,0,1,0,1,2
49678.0,140.91,0,1,0,0,1,3
51491.0,176.73,0,0,1,0,2,4
56509.0,153.96,0,0,1,0,1,3
60009.0,119.15,1,0,0,0,2,2
59736.0,78.68,0,0,1,0,3,4
55216.0,155.21,0,0,1,0,1,3
59871.0,120.26,1,0,0,0,3,3
58849.0,93.46,0,0,1,0,3,5
57044.0,120.26,0,0,1,0,3,2
54102.0,163.58,0,0,1,0,3,3
53369.0,163.58,0,0,1,0,3,3
56083.0,112.12,0,0,1,0,3,2
40805.0,166.65,0,0,1,0,3,2
41187.0,258.58,0,0,1,0,3,5
49882.0,117.88,0,0,1,0,3,2
48605.0,166.65,0,0,1,0,3,3
55095.0,114.35,0,0,1,0,3,3
54960.0,110.99,0,0,1,0,3,4
49889.0,143.32,0,0,1,0,3,2
54408.0,163.58,0,0,1,0,3,4
43127.0,74.2,0,0,0,1,3,3
43318.0,297.8,0,0,1,0,3,4
50906.0,110.99,0,0,1,0,3,3
56934.0,88.7,0,0,1,0,3,4
45101.0,155.21,0,0,1,0,3,3
94242.0,54.7,0,0,1,0,3,4
84162.0,64.4,0,0,1,0,1,1
96518.0,49.1,0,0,1,0,2,1
72964.0,49.34,0,0,1,0,1,3
62730.0,49.1,0,0,1,0,3,1
49287.0,77.1,0,0,1,0,1,5
49074.0,102.5,0,0,1,0,2,5
79334.0,60.0,1,0,0,0,2,4
97268.0,36.6,0,0,1,0,3,3
83204.0,51.2,0,0,1,0,3,1
78871.0,54.9,0,0,1,0,2,5
79443.0,57.4,0,0,1,0,3,3
76301.0,69.2,1,0,0,0,2,5
83131.0,57.5,0,0,1,0,1,5
87313.0,50.6,0,0,1,0,3,3
87199.0,53.9,0,0,1,0,1,1
89921.0,50.6,0,0,1,0,2,3
81648.0,69.2,1,0,0,0,1,3
82927.0,57.4,1,0,0,0,1,5
84234.0,57.4,0,0,1,0,1,5
84787.0,53.9,0,0,1,0,1,1
84388.0,50.6,0,0,1,0,3,3
81550.0,54.2,0,0,1,0,2,3
79045.0,54.4,0,0,1,0,0,1
82104.0,54.2,0,0,1,0,1,3
85083.0,54.3,0,0,1,0,1,3
85238.0,56.9,0,0,1,0,2,3
91464.0,57.4,0,0,1,0,2,3
98127.0,69.4,1,0,0,0,2,3
96238.0,69.1,0,0,1,0,1,5
99448.0,54.3,0,0,1,0,2,3
105043.0,47.6,0,0,1,0,1,1
75950.0,63.2,1,0,0,0,1,2
72290.0,49.8,1,0,0,0,3,2
66266.0,49.8,1,0,0,0,2,5
66330.0,69.2,1,0,0,0,2,3
67020.0,56.7,0,0,1,0,2,3
67255.0,51.0,0,0,1,0,1,3
73055.0,69.4,0,0,1,0,2,3
71429.0,68.6,0,0,1,0,2,3
66283.0,69.4,0,0,1,0,2,1
67270.0,49.8,1,0,0,0,2,5
54007.0,57.4,1,0,0,0,2,5
59403.0,56.9,1,0,0,0,2,3
63536.0,54.3,0,0,1,0,3,3
57392.0,69.0,0,0,1,0,2,5
59455.0,51.3,0,0,1,0,1,1
47334.0,60.0,1,0,0,0,1,5
57381.0,54.2,0,0,1,0,2,3
51917.0,57.4,0,0,1,0,3,5
52487.0,54.3,0,0,1,0,1,3
48812.0,54.7,0,0,1,0,1,5
51917.0,57.4,0,0,1,0,3,5
50072.0,69.5,0,0,1,0,1,5
48024.0,50.6,0,0,1,0,3,5
43173.0,49.8,1,0,0,0,1,3
45297.0,57.4,0,0,1,0,3,3
43937.0,56.9,0,0,1,0,2,5
46875.0,54.4,0,0,1,0,1,1
37782.0,57.7,0,0,1,0,2,5
47883.0,54.3,0,0,1,0,3,3
44665.0,50.6,0,0,1,0,1,3
48320.0,47.6,0,0,1,0,2,1
57318.0,32.8,0,0,1,0,3,5
55750.0,57.4,0,0,1,0,3,3
55534.0,50.6,0,0,1,0,3,3
53572.0,33.6,0,0,1,0,3,1
70934.0,63.44,0,0,1,0,1,1
80587.0,83.14,0,0,1,0,2,3
70443.0,56.5,1,0,0,0,1,5
65418.0,75.5,1,0,0,0,2,1
72390.0,56.5,0,0,1,0,2,5
61391.0,75.5,1,0,0,0,3,2
65105.0,57.6,1,0,0,0,2,3
67932.0,58.0,0,0,1,0,2,3
67181.0,45.4,0,0,1,0,1,3
73137.0,57.7,0,0,1,0,1,3
64574.0,44.6,0,0,1,0,1,4
64040.0,75.5,1,0,0,0,2,4
61590.0,75.5,1,0,0,0,1,1
71444.0,56.1,1,0,0,0,1,1
72042.0,58.3,0,0,1,0,1,4
71947.0,59.6,0,0,1,0,3,3
68835.0,44.6,0,0,1,0,2,2
63623.0,66.8,0,0,1,0,1,1
70403.0,57.1,1,0,0,0,2,2
74643.0,56.0,0,0,1,0,3,2
72213.0,56.5,0,0,1,0,1,5
61590.0,75.5,1,0,0,0,2,3
69323.0,59.0,0,0,1,0,1,5
71187.0,59.0,0,0,1,0,1,4
60090.0,44.6,0,0,1,0,2,3
